month,soi_index
August-1988,1.919
September-1988,1.346
October-1988,1.92
November-1988,1.089
December-1988,1.314
January-1989,0.802
February-1989,0.589
March-1989,2.18
April-1989,1.447
May-1989,0.812
June-1989,0.948
July-1989,-0.821
August-1989,0.517
September-1989,0.61
October-1989,-0.381
November-1989,-0.619
December-1989,-0.214
January-1990,-1.785
February-1990,-1.088
March-1990,-0.013
April-1990,1.411
May-1990,-0.067
June-1990,0.572
July-1990,-0.707
August-1990,-0.779
September-1990,-0.171
October-1990,-0.683
November-1990,-0.382
December-1990,0.445
January-1991,-0.057
February-1991,-1.35
March-1991,-1.553
April-1991,-1.744
May-1991,-0.792
June-1991,-0.072
July-1991,-1.066
August-1991,-1.643
September-1991,-1.55
October-1991,-0.769
November-1991,-2.018
December-1991,-2.849
January-1992,-1.046
February-1992,-2.849
March-1992,-2.059
April-1992,0.059
May-1992,-1.823
June-1992,-0.629
July-1992,-0.011
August-1992,0.064
September-1992,-2.03
October-1992,-0.844
November-1992,-0.714
December-1992,-0.931
January-1993,-0.958
February-1993,-1.126
March-1993,-2.291
April-1993,-0.593
May-1993,-2.176
June-1993,-1.06
July-1993,-1.726
August-1993,-0.78
September-1993,-1.568
October-1993,-0.132
November-1993,0.075
December-1993,-0.251
January-1994,-0.057
February-1994,-1.348
March-1994,-2.629
April-1994,-1.264
May-1994,-1.463
June-1994,-1.703
July-1994,-2.033
August-1994,-1.704
September-1994,-1.582
October-1994,-0.806
November-1994,-1.411
December-1994,-0.509
January-1995,-0.345
February-1995,0.236
March-1995,-1.722
April-1995,-0.914
May-1995,-0.308
June-1995,0.437
July-1995,-0.105
August-1995,0.281
September-1995,-0.335
October-1995,-0.016
November-1995,-0.716
December-1995,0.816
January-1996,-0.022
February-1996,0.527
March-1996,0.915
April-1996,0.465
May-1996,1.596
June-1996,0.695
July-1996,0.325
August-1996,0.656
September-1996,0.258
October-1996,-0.207
November-1996,0.708
December-1996,0.293
January-1997,1.207
February-1997,-1.095
March-1997,-1.553
April-1997,-2.408
May-1997,-3.016
June-1997,-0.905
July-1997,-2.306
August-1997,-1.552
September-1997,-1.685
October-1997,-1.311
November-1997,-1.122
December-1997,-2.527
January-1998,-1.975
February-1998,-3.312
March-1998,-2.797
April-1998,0.173
May-1998,1.053
June-1998,1.488
July-1998,0.825
August-1998,1.036
September-1998,1.005
October-1998,1.005
November-1998,1.322
December-1998,1.583
January-1999,0.575
February-1999,0.785
March-1999,2.096
April-1999,0.436
May-1999,0.004
June-1999,0.517
July-1999,-0.029
August-1999,-0.072
September-1999,0.946
October-1999,1.221
November-1999,1.37
December-1999,0.471
January-2000,1.236
February-2000,0.882
March-2000,1.758
April-2000,0.415
May-2000,-0.872
June-2000,-0.345
July-2000,0.484
August-2000,0.973
September-2000,0.866
October-2000,2.019
November-2000,0.774
December-2000,0.78
January-2001,1.002
February-2001,0.46
March-2001,-0.182
April-2001,-0.836
May-2001,-0.195
June-2001,-0.27
July-2001,-1.014
August-2001,0.112
September-2001,-0.376
October-2001,0.638
November-2001,-1.055
December-2001,0.202
January-2002,0.644
February-2002,-0.807
March-2002,-0.477
April-2002,-1.543
May-2002,-1.023
June-2002,-0.696
July-2002,-1.622
August-2002,-0.658
September-2002,-0.787
October-2002,-0.595
November-2002,-1.296
December-2002,-0.305
January-2003,-0.899
February-2003,-0.915
March-2003,-0.477
April-2003,-0.849
May-2003,-1.751
June-2003,0.258
July-2003,-0.348
August-2003,-0.183
September-2003,-0.265
October-2003,-0.318
November-2003,0.924
December-2003,-1.307
January-2004,0.774
February-2004,-0.108
March-2004,-1.912
April-2004,1.217
May-2004,-1.908
June-2004,-0.715
July-2004,-0.9
August-2004,-0.314
September-2004,-0.423
October-2004,-1.055
November-2004,-0.938
December-2004,0.205
January-2005,-2.99
February-2005,-0.265
March-2005,-1.216
April-2005,-1.458
May-2005,0.105
June-2005,0.057
July-2005,-0.972
August-2005,0.339
September-2005,1.117
October-2005,-0.418
November-2005,0.012
December-2005,1.294
January-2006,-0.115
February-2006,1.319
March-2006,1.168
April-2006,-0.957
May-2006,-0.976
June-2006,-0.899
July-2006,-1.754
August-2006,-0.604
September-2006,-1.515
October-2006,0.051
November-2006,-0.394
December-2006,-0.829
January-2007,-0.378
February-2007,-0.305
March-2007,-0.351
April-2007,-0.299
May-2007,0.138
June-2007,-0.443
July-2007,0.008
August-2007,0.117
September-2007,0.44
October-2007,0.819
November-2007,1.488
December-2007,1.535
January-2008,2.048
February-2008,1.04
March-2008,0.556
April-2008,-0.25
May-2008,0.34
June-2008,0.195
July-2008,0.637
August-2008,1.264
September-2008,1.522
October-2008,1.643
November-2008,1.427
December-2008,0.847
January-2009,1.375
February-2009,-0.208
March-2009,1.062
April-2009,-0.862
May-2009,-0.447
June-2009,0.184
July-2009,-0.59
August-2009,0.351
September-2009,-1.664
October-2009,-0.675
November-2009,-0.947
December-2009,-1.126
January-2010,-1.589
February-2010,-1.399
March-2010,1.885
April-2010,0.853
May-2010,0.236
June-2010,1.953
July-2010,1.77
August-2010,2.436
September-2010,1.796
October-2010,1.623
November-2010,2.904
December-2010,2.005
January-2011,2.116
February-2011,2.086
March-2011,3.024
April-2011,0.465
May-2011,-0.04
June-2011,1.111
July-2011,0.065
August-2011,1.137
September-2011,0.905
October-2011,1.412
November-2011,2.454
December-2011,0.896
January-2012,0.219
February-2012,0.196
March-2012,-0.646
April-2012,-0.385
May-2012,-1.507
June-2012,-0.152
July-2012,-0.744
August-2012,0.22
September-2012,0.17
October-2012,0.328
November-2012,-0.775
December-2012,-0.104
January-2013,-0.473
February-2013,1.064
March-2013,0.008
April-2013,0.903
May-2013,1.453
June-2013,0.764
July-2013,-0.227
August-2013,0.405
September-2013,-0.337
October-2013,0.749
November-2013,-0.046
December-2013,1.187
January-2014,-0.325
February-2014,-1.698
March-2014,0.809
April-2014,0.723
May-2014,-0.459
June-2014,-0.256
July-2014,-1.424
August-2014,-0.658
September-2014,-0.862
October-2014,-0.96
November-2014,-0.659
December-2014,-0.866
January-2015,-0.042
February-2015,-1.396
March-2015,-0.267
April-2015,-1.044
May-2015,-1.715
June-2015,-1.414
July-2015,-2.147
August-2015,-1.65
September-2015,-1.912
October-2015,-0.633
November-2015,-0.997
December-2015,-2.122
January-2016,-2.094
February-2016,-0.755
March-2016,-2.608
April-2016,0.216
May-2016,0.441
June-2016,0.448
July-2016,0.404
August-2016,1.278
September-2016,-0.66
October-2016,-0.227
November-2016,0.19
December-2016,0.077
January-2017,-0.328
February-2017,0.409
March-2017,-0.752
April-2017,0.23
May-2017,-1.392
June-2017,0.847
July-2017,0.167
August-2017,0.622
September-2017,0.753
October-2017,0.935
November-2017,-0.265
December-2017,0.109
January-2018,0.915
February-2018,-0.731
March-2018,1.028
April-2018,0.577
May-2018,0.558
June-2018,-0.744
July-2018,0.175
August-2018,-0.87
September-2018,-0.992
October-2018,0.267
November-2018,-0.082
December-2018,0.926
January-2019,-0.16
February-2019,-1.434
March-2019,-0.913
April-2019,-0.035
May-2019,-0.715
June-2019,-1.356
July-2019,-0.512
August-2019,-0.702
September-2019,-1.261
October-2019,-0.664
November-2019,-1.03
December-2019,-0.727
January-2020,0.01
February-2020,-0.314
March-2020,-0.75
April-2020,0.155
May-2020,0.707
June-2020,-1.359
July-2020,0.437
August-2020,0.847
September-2020,0.98
October-2020,0.271
November-2020,0.853
December-2020,1.763
January-2021,1.2835
February-2021,1.017
March-2021,-0.197
April-2021,0.303
May-2021,0.487
June-2021,0.224
July-2021,1.614
August-2021,0.273
September-2021,0.858
October-2021,0.512
November-2021,1.118
December-2021,1.427
January-2022,0.338
February-2022,0.757
March-2022,1.353
April-2022,2.686
May-2022,1.904
June-2022,2.449
July-2022,0.91
August-2022,0.805
September-2022,1.734
October-2022,1.725
November-2022,0.311
December-2022,2.111
January-2023,1.136
February-2023,0.931
March-2023,-0.381
April-2023,-0.034
May-2023,-1.602
June-2023,-0.123
July-2023,-0.382
August-2023,-1.598
September-2023,-1.36
October-2023,-0.599
November-2023,-0.897
December-2023,-0.386
January-2024,0.307
February-2024,-1.471
