Month,SOI_index,Weather
01/10/2005,-0.418,La Nada
01/11/2005,0.012,La Nada
01/12/2005,1.294,La Nina
01/01/2006,-0.115,La Nada
01/02/2006,1.319,La Nina
01/03/2006,1.168,La Nina
01/04/2006,-0.957,El Nino
01/05/2006,-0.976,El Nino
01/06/2006,-0.899,El Nino
01/07/2006,-1.754,El Nino
01/08/2006,-0.604,El Nino
01/09/2006,-1.515,El Nino
01/10/2006,0.051,La Nada
01/11/2006,-0.394,La Nada
01/12/2006,-0.829,El Nino
01/01/2007,-0.378,La Nada
01/02/2007,-0.305,La Nada
01/03/2007,-0.351,La Nada
01/04/2007,-0.299,La Nada
01/05/2007,0.138,La Nada
01/06/2007,-0.443,La Nada
01/07/2007,0.008,La Nada
01/08/2007,0.117,La Nada
01/09/2007,0.44,La Nada
01/10/2007,0.819,La Nina
01/11/2007,1.488,La Nina
01/12/2007,1.535,La Nina
01/01/2008,2.048,La Nina
01/02/2008,1.04,La Nina
01/03/2008,0.556,La Nina
01/04/2008,-0.25,La Nada
01/05/2008,0.34,La Nada
01/06/2008,0.195,La Nada
01/07/2008,0.637,La Nina
01/08/2008,1.264,La Nina
01/09/2008,1.522,La Nina
01/10/2008,1.643,La Nina
01/11/2008,1.427,La Nina
01/12/2008,0.847,La Nina
01/01/2009,1.375,La Nina
01/02/2009,-0.208,La Nada
01/03/2009,1.062,La Nina
01/04/2009,-0.862,El Nino
01/05/2009,-0.447,La Nada
01/06/2009,0.184,La Nada
01/07/2009,-0.59,El Nino
01/08/2009,0.351,La Nada
01/09/2009,-1.664,El Nino
01/10/2009,-0.675,El Nino
01/11/2009,-0.947,El Nino
01/12/2009,-1.126,El Nino
01/01/2010,-1.589,El Nino
01/02/2010,-1.399,El Nino
01/03/2010,1.885,La Nina
01/04/2010,0.853,La Nina
01/05/2010,0.236,La Nada
01/06/2010,1.953,La Nina
01/07/2010,1.77,La Nina
01/08/2010,2.436,La Nina
01/09/2010,1.796,La Nina
01/10/2010,1.623,La Nina
01/11/2010,2.904,La Nina
01/12/2010,2.005,La Nina
01/01/2011,2.116,La Nina
01/02/2011,2.086,La Nina
01/03/2011,3.024,La Nina
01/04/2011,0.465,La Nada
01/05/2011,-0.04,La Nada
01/06/2011,1.111,La Nina
01/07/2011,0.065,La Nada
01/08/2011,1.137,La Nina
01/09/2011,0.905,La Nina
01/10/2011,1.412,La Nina
01/11/2011,2.454,La Nina
01/12/2011,0.896,La Nina
01/01/2012,0.219,La Nada
01/02/2012,0.196,La Nada
01/03/2012,-0.646,El Nino
01/04/2012,-0.385,La Nada
01/05/2012,-1.507,El Nino
01/06/2012,-0.152,La Nada
01/07/2012,-0.744,El Nino
01/08/2012,0.22,La Nada
01/09/2012,0.17,La Nada
01/10/2012,0.328,La Nada
01/11/2012,-0.775,El Nino
01/12/2012,-0.104,La Nada
01/01/2013,-0.473,El Nino
01/02/2013,1.064,La Nina
01/03/2013,0.008,La Nada
01/04/2013,0.903,La Nina
01/05/2013,1.453,La Nina
01/06/2013,0.764,La Nina
01/07/2013,-0.227,La Nada
01/08/2013,0.405,La Nada
01/09/2013,-0.337,La Nada
01/10/2013,0.749,La Nina
01/11/2013,-0.046,La Nada
01/12/2013,1.187,La Nina
01/01/2014,-0.325,La Nada
01/02/2014,-1.698,El Nino
01/03/2014,0.809,La Nina
01/04/2014,0.723,La Nina
01/05/2014,-0.459,La Nada
01/06/2014,-0.256,La Nada
01/07/2014,-1.424,El Nino
01/08/2014,-0.658,El Nino
01/09/2014,-0.862,El Nino
01/10/2014,-0.96,El Nino
01/11/2014,-0.659,El Nino
01/12/2014,-0.866,El Nino
01/01/2015,-0.042,La Nada
01/02/2015,-1.396,El Nino
01/03/2015,-0.267,La Nada
01/04/2015,-1.044,El Nino
01/05/2015,-1.715,El Nino
01/06/2015,-1.414,El Nino
01/07/2015,-2.147,El Nino
01/08/2015,-1.65,El Nino
01/09/2015,-1.912,El Nino
01/10/2015,-0.633,El Nino
01/11/2015,-0.997,El Nino
01/12/2015,-2.122,El Nino
01/01/2016,-2.094,El Nino
01/02/2016,-0.755,El Nino
01/03/2016,-2.608,El Nino
01/04/2016,0.216,La Nada
01/05/2016,0.441,La Nada
01/06/2016,0.448,La Nada
01/07/2016,0.404,La Nada
01/08/2016,1.278,La Nina
01/09/2016,-0.66,El Nino
01/10/2016,-0.227,La Nada
01/11/2016,0.19,La Nada
01/12/2016,0.077,La Nada
01/01/2017,-0.328,La Nada
01/02/2017,0.409,La Nada
01/03/2017,-0.752,El Nino
01/04/2017,0.23,La Nada
01/05/2017,-1.392,El Nino
01/06/2017,0.847,La Nina
01/07/2017,0.167,La Nada
01/08/2017,0.622,La Nina
01/09/2017,0.753,La Nina
01/10/2017,0.935,La Nina
01/11/2017,-0.265,La Nada
01/12/2017,0.109,La Nada
01/01/2018,0.915,La Nina
01/02/2018,-0.731,El Nino
01/03/2018,1.028,La Nina
01/04/2018,0.577,La Nina
01/05/2018,0.558,La Nina
01/06/2018,-0.744,El Nino
01/07/2018,0.175,La Nada
01/08/2018,-0.87,El Nino
01/09/2018,-0.992,El Nino
01/10/2018,0.267,La Nada
01/11/2018,-0.082,La Nada
01/12/2018,0.926,La Nina
01/01/2019,-0.16,La Nada
01/02/2019,-1.434,El Nino
01/03/2019,-0.913,El Nino
01/04/2019,-0.035,La Nada
01/05/2019,-0.715,El Nino
01/06/2019,-1.356,El Nino
01/07/2019,-0.512,El Nino
01/08/2019,-0.702,El Nino
01/09/2019,-1.261,El Nino
01/10/2019,-0.664,El Nino
01/11/2019,-1.03,El Nino
01/12/2019,-0.727,El Nino
01/01/2020,0.01,La Nada
01/02/2020,-0.314,La Nada
01/03/2020,-0.75,El Nino
01/04/2020,0.155,La Nada
01/05/2020,0.707,La Nina
01/06/2020,-1.359,El Nino
01/07/2020,0.437,La Nada
01/08/2020,0.847,La Nina
01/09/2020,0.98,La Nina
01/10/2020,0.271,La Nada
01/11/2020,0.853,La Nina
01/12/2020,1.763,La Nina
01/01/2021,1.2835,La Nina
01/02/2021,1.017,La Nina
01/03/2021,-0.197,La Nada
01/04/2021,0.303,La Nada
01/05/2021,0.487,La Nina
01/06/2021,0.224,La Nada
01/07/2021,1.614,La Nina
01/08/2021,0.273,La Nada
01/09/2021,0.858,La Nina
01/10/2021,0.512,La Nina
01/11/2021,1.118,La Nina
01/12/2021,1.427,La Nina
01/01/2022,0.338,La Nada
01/02/2022,0.757,La Nina
01/03/2022,1.353,La Nina
01/04/2022,2.686,La Nina
01/05/2022,1.904,La Nina
01/06/2022,2.449,La Nina
01/07/2022,0.91,La Nina
01/08/2022,0.805,La Nina
01/09/2022,1.734,La Nina
01/10/2022,1.725,La Nina
01/11/2022,0.311,La Nada
01/12/2022,2.111,La Nina
01/01/2023,1.136,La Nina
01/02/2023,0.931,La Nina
01/03/2023,-0.381,La Nada
01/04/2023,-0.034,La Nada
01/05/2023,-1.602,El Nino
01/06/2023,-0.123,La Nada
01/07/2023,-0.382,La Nada
01/08/2023,-1.598,El Nino
01/09/2023,-1.36,El Nino
01/10/2023,-0.599,El Nino
01/11/2023,-0.897,El Nino
01/12/2023,-0.386,La Nada
01/01/2024,0.307,La Nada
01/02/2024,-1.471,El Nino
