Month,SOI_index,Weather
01/05/1935,-0.423,La Nada
01/06/1935,-0.02,La Nada
01/07/1935,0.001,La Nada
01/08/1935,0.59,La Nina
01/09/1935,0.596,La Nina
01/10/1935,0.303,La Nada
01/11/1935,-0.555,El Nino
01/12/1935,-0.305,La Nada
01/01/1936,-0.044,La Nada
01/02/1936,0.052,La Nada
01/03/1936,2.813,La Nina
01/04/1936,0.267,La Nada
01/05/1936,-0.367,La Nada
01/06/1936,0.431,La Nada
01/07/1936,-0.996,El Nino
01/08/1936,0.232,La Nada
01/09/1936,-0.112,La Nada
01/10/1936,-1.548,El Nino
01/11/1936,-0.035,La Nada
01/12/1936,0.946,La Nina
01/01/1937,-0.594,El Nino
01/02/1937,0.555,La Nina
01/03/1937,0.176,La Nada
01/04/1937,0.194,La Nada
01/05/1937,0.221,La Nada
01/06/1937,-0.531,El Nino
01/07/1937,0.204,La Nada
01/08/1937,0.042,La Nada
01/09/1937,-0.394,La Nada
01/10/1937,-0.456,La Nada
01/11/1937,0.643,La Nina
01/12/1937,0.754,La Nina
01/01/1938,0.208,La Nada
01/02/1938,-0.552,El Nino
01/03/1938,0.387,La Nada
01/04/1938,1.176,La Nina
01/05/1938,2.009,La Nina
01/06/1938,1.867,La Nina
01/07/1938,1.243,La Nina
01/08/1938,0.686,La Nina
01/09/1938,1.367,La Nina
01/10/1938,-0.071,La Nada
01/11/1938,1.423,La Nina
01/12/1938,1.739,La Nina
01/01/1939,0.656,La Nina
01/02/1939,1.14,La Nina
01/03/1939,1.126,La Nina
01/04/1939,-0.098,La Nada
01/05/1939,-0.367,La Nada
01/06/1939,0.839,La Nina
01/07/1939,-0.108,La Nada
01/08/1939,-0.95,El Nino
01/09/1939,-1.707,El Nino
01/10/1939,-0.964,El Nino
01/11/1939,-1.072,El Nino
01/12/1939,-0.056,La Nada
01/01/1940,-0.56,El Nino
01/02/1940,-1.335,El Nino
01/03/1940,-0.941,El Nino
01/04/1940,-1.393,El Nino
01/05/1940,-2.488,El Nino
01/06/1940,-1.502,El Nino
01/07/1940,-2.11,El Nino
01/08/1940,-1.947,El Nino
01/09/1940,-1.801,El Nino
01/10/1940,-0.773,El Nino
01/11/1940,-3.38,El Nino
01/12/1940,-1.131,El Nino
01/01/1941,-1.6,El Nino
01/02/1941,-1.333,El Nino
01/03/1941,-1.195,El Nino
01/04/1941,-0.749,El Nino
01/05/1941,-1.888,El Nino
01/06/1941,-1.997,El Nino
01/07/1941,-2.197,El Nino
01/08/1941,-0.826,El Nino
01/09/1941,-2.286,El Nino
01/10/1941,-1.092,El Nino
01/11/1941,-1.068,El Nino
01/12/1941,-1.508,El Nino
01/01/1942,-0.515,El Nino
01/02/1942,-0.799,El Nino
01/03/1942,-0.52,El Nino
01/04/1942,0.247,La Nada
01/05/1942,0.797,La Nina
01/06/1942,-0.078,La Nada
01/07/1942,0.298,La Nada
01/08/1942,0.815,La Nina
01/09/1942,0.696,La Nina
01/10/1942,-0.642,El Nino
01/11/1942,1.424,La Nina
01/12/1942,0.879,La Nina
01/01/1943,0.913,La Nina
01/02/1943,0.291,La Nada
01/03/1943,1.589,La Nina
01/04/1943,0.252,La Nada
01/05/1943,-1.127,El Nino
01/06/1943,0.302,La Nada
01/07/1943,0.691,La Nina
01/08/1943,0.527,La Nina
01/09/1943,0.794,La Nina
01/10/1943,0.215,La Nada
01/11/1943,-1.055,El Nino
01/12/1943,-0.953,El Nino
01/01/1944,0.3,La Nada
01/02/1944,0.464,La Nada
01/03/1944,-0.541,El Nino
01/04/1944,0.015,La Nada
01/05/1944,-0.608,El Nino
01/06/1944,-0.848,El Nino
01/07/1944,0.13,La Nada
01/08/1944,0.217,La Nada
01/09/1944,-1.03,El Nino
01/10/1944,-0.836,El Nino
01/11/1944,0.364,La Nada
01/12/1944,0.434,La Nada
01/01/1945,0.535,La Nina
01/02/1945,1.33,La Nina
01/03/1945,-0.731,El Nino
01/04/1945,0.023,La Nada
01/05/1945,0.797,La Nina
01/06/1945,0.39,La Nada
01/07/1945,1.063,La Nina
01/08/1945,0.802,La Nina
01/09/1945,0.211,La Nada
01/10/1945,-0.447,La Nada
01/11/1945,0.633,La Nina
01/12/1945,-0.325,La Nada
01/01/1946,0.294,La Nada
01/02/1946,-0.385,La Nada
01/03/1946,-1.026,El Nino
01/04/1946,-1.192,El Nino
01/05/1946,-1.323,El Nino
01/06/1946,-0.985,El Nino
01/07/1946,-0.635,El Nino
01/08/1946,-1.575,El Nino
01/09/1946,-1.384,El Nino
01/10/1946,-0.248,La Nada
01/11/1946,-0.714,El Nino
01/12/1946,-0.633,El Nino
01/01/1947,-0.564,El Nino
01/02/1947,1.127,La Nina
01/03/1947,-0.562,El Nino
01/04/1947,-1.243,El Nino
01/05/1947,0.165,La Nada
01/06/1947,0.979,La Nina
01/07/1947,0.657,La Nina
01/08/1947,1.097,La Nina
01/09/1947,-0.351,La Nada
01/10/1947,0.753,La Nina
01/11/1947,0.471,La Nina
01/12/1947,-0.429,La Nada
01/01/1948,-0.406,La Nada
01/02/1948,-0.6,El Nino
01/03/1948,0.261,La Nada
01/04/1948,0.345,La Nada
01/05/1948,-0.759,El Nino
01/06/1948,0.095,La Nada
01/07/1948,-0.546,El Nino
01/08/1948,-0.76,El Nino
01/09/1948,0.537,La Nina
01/10/1948,0.186,La Nada
01/11/1948,-0.719,El Nino
01/12/1948,-0.862,El Nino
01/01/1949,0.05,La Nada
01/02/1949,0.494,La Nina
01/03/1949,0.282,La Nada
01/04/1949,-0.684,El Nino
01/05/1949,-1.599,El Nino
01/06/1949,-0.149,La Nada
01/07/1949,-0.635,El Nino
01/08/1949,0.169,La Nada
01/09/1949,0.385,La Nada
01/10/1949,-0.766,El Nino
01/11/1949,0.769,La Nina
01/12/1949,0.536,La Nina
01/01/1950,1.581,La Nina
01/02/1950,1.788,La Nina
01/03/1950,1.674,La Nina
01/04/1950,0.554,La Nina
01/05/1950,3.057,La Nina
01/06/1950,2.137,La Nina
01/07/1950,1.142,La Nina
01/08/1950,0.632,La Nina
01/09/1950,1.682,La Nina
01/10/1950,0.893,La Nina
01/11/1950,2.461,La Nina
01/12/1950,1.32,La Nina
01/01/1951,0.474,La Nina
01/02/1951,-0.706,El Nino
01/03/1951,-1.026,El Nino
01/04/1951,-1.293,El Nino
01/05/1951,-0.522,El Nino
01/06/1951,-1.33,El Nino
01/07/1951,-0.749,El Nino
01/08/1951,-1.168,El Nino
01/09/1951,-1.439,El Nino
01/10/1951,-0.985,El Nino
01/11/1951,-0.901,El Nino
01/12/1951,-0.925,El Nino
01/01/1952,-0.826,El Nino
01/02/1952,-0.024,La Nada
01/03/1952,-0.731,El Nino
01/04/1952,0.668,La Nina
01/05/1952,0.777,La Nina
01/06/1952,0.511,La Nina
01/07/1952,-0.383,La Nada
01/08/1952,-0.239,La Nada
01/09/1952,0.117,La Nada
01/10/1952,-0.224,La Nada
01/11/1952,-1.4,El Nino
01/12/1952,0.123,La Nada
01/01/1953,-0.717,El Nino
01/02/1953,-0.786,El Nino
01/03/1953,-0.182,La Nada
01/04/1953,-2.717,El Nino
01/05/1953,-0.471,El Nino
01/06/1953,-0.058,La Nada
01/07/1953,-1.892,El Nino
01/08/1953,-1.353,El Nino
01/09/1953,-0.183,La Nada
01/10/1953,-0.364,La Nada
01/11/1953,-0.611,El Nino
01/12/1953,0.572,La Nina
01/01/1954,-0.518,El Nino
01/02/1954,-0.307,La Nada
01/03/1954,0.409,La Nada
01/04/1954,0.146,La Nada
01/05/1954,-0.495,El Nino
01/06/1954,0.362,La Nada
01/07/1954,0.899,La Nina
01/08/1954,0.168,La Nada
01/09/1954,0.085,La Nada
01/10/1954,0.162,La Nada
01/11/1954,1.315,La Nina
01/12/1954,-0.678,El Nino
01/01/1955,1.305,La Nina
01/02/1955,0.128,La Nada
01/03/1955,-0.815,El Nino
01/04/1955,0.876,La Nina
01/05/1955,1.626,La Nina
01/06/1955,1.795,La Nina
01/07/1955,1.379,La Nina
01/08/1955,1.395,La Nina
01/09/1955,1.514,La Nina
01/10/1955,1.382,La Nina
01/11/1955,0.909,La Nina
01/12/1955,1.156,La Nina
01/01/1956,1.103,La Nina
01/02/1956,0.893,La Nina
01/03/1956,1.062,La Nina
01/04/1956,1.441,La Nina
01/05/1956,1.257,La Nina
01/06/1956,1.187,La Nina
01/07/1956,1.05,La Nina
01/08/1956,0.061,La Nada
01/09/1956,1.921,La Nina
01/10/1956,0.112,La Nada
01/11/1956,0.989,La Nina
01/12/1956,0.434,La Nada
01/01/1957,-0.361,La Nada
01/02/1957,-0.368,La Nada
01/03/1957,0.05,La Nada
01/04/1957,-1.179,El Nino
01/05/1957,-0.367,La Nada
01/06/1957,0.178,La Nada
01/07/1957,-1.078,El Nino
01/08/1957,-1.006,El Nino
01/09/1957,-0.087,La Nada
01/10/1957,-1.229,El Nino
01/11/1957,-0.438,La Nada
01/12/1957,-1.893,El Nino
01/01/1958,-0.776,El Nino
01/02/1958,-0.315,La Nada
01/03/1958,0.029,La Nada
01/04/1958,-1.391,El Nino
01/05/1958,-0.266,La Nada
01/06/1958,0.23,La Nada
01/07/1958,0.721,La Nina
01/08/1958,-0.344,La Nada
01/09/1958,-0.558,El Nino
01/10/1958,-0.612,El Nino
01/11/1958,-0.838,El Nino
01/12/1958,-0.939,El Nino
01/01/1959,-1.497,El Nino
01/02/1959,0.774,La Nina
01/03/1959,0.345,La Nada
01/04/1959,0.139,La Nada
01/05/1959,-0.955,El Nino
01/06/1959,-0.465,La Nada
01/07/1959,-0.677,El Nino
01/08/1959,-0.005,La Nada
01/09/1959,0.34,La Nada
01/10/1959,0.902,La Nina
01/11/1959,0.815,La Nina
01/12/1959,-0.047,La Nada
01/01/1960,-0.247,La Nada
01/02/1960,0.474,La Nina
01/03/1960,0.788,La Nina
01/04/1960,0.303,La Nada
01/05/1960,-0.471,El Nino
01/06/1960,0.497,La Nina
01/07/1960,0.526,La Nina
01/08/1960,0.653,La Nina
01/09/1960,-0.196,La Nada
01/10/1960,0.605,La Nina
01/11/1960,0.633,La Nina
01/12/1960,-0.429,La Nada
01/01/1961,0.585,La Nina
01/02/1961,-2.473,El Nino
01/03/1961,1.147,La Nina
01/04/1961,0.18,La Nada
01/05/1961,-0.527,El Nino
01/06/1961,0.184,La Nada
01/07/1961,-0.162,La Nada
01/08/1961,0.107,La Nada
01/09/1961,-0.73,El Nino
01/10/1961,0.68,La Nina
01/11/1961,1.31,La Nina
01/12/1961,1.716,La Nina
01/01/1962,-0.414,La Nada
01/02/1962,-0.322,La Nada
01/03/1962,0.303,La Nada
01/04/1962,1.104,La Nina
01/05/1962,0.369,La Nada
01/06/1962,-0.037,La Nada
01/07/1962,0.258,La Nada
01/08/1962,0.525,La Nina
01/09/1962,0.948,La Nina
01/10/1962,0.273,La Nada
01/11/1962,-0.098,La Nada
01/12/1962,0.799,La Nina
01/01/1963,0.261,La Nada
01/02/1963,0.66,La Nina
01/03/1963,0.514,La Nina
01/04/1963,0.139,La Nada
01/05/1963,-1.3,El Nino
01/06/1963,-0.132,La Nada
01/07/1963,-0.432,La Nada
01/08/1963,-0.597,El Nino
01/09/1963,-1.456,El Nino
01/10/1963,-0.93,El Nino
01/11/1963,-1.352,El Nino
01/12/1963,-0.525,El Nino
01/01/1964,-0.129,La Nada
01/02/1964,0.711,La Nina
01/03/1964,1.779,La Nina
01/04/1964,-0.019,La Nada
01/05/1964,0.717,La Nina
01/06/1964,0.618,La Nina
01/07/1964,1.32,La Nina
01/08/1964,1.287,La Nina
01/09/1964,1.259,La Nina
01/10/1964,-0.058,La Nada
01/11/1964,-0.494,El Nino
01/12/1964,-0.523,El Nino
01/01/1965,0.009,La Nada
01/02/1965,0.242,La Nada
01/03/1965,-1.342,El Nino
01/04/1965,-0.034,La Nada
01/05/1965,-1.632,El Nino
01/06/1965,-2.321,El Nino
01/07/1965,-1.365,El Nino
01/08/1965,-1.414,El Nino
01/09/1965,-1.218,El Nino
01/10/1965,-1.858,El Nino
01/11/1965,0.022,La Nada
01/12/1965,-1.355,El Nino
01/01/1966,-0.536,El Nino
01/02/1966,-1.747,El Nino
01/03/1966,-0.899,El Nino
01/04/1966,-0.715,El Nino
01/05/1966,0.144,La Nada
01/06/1966,-0.149,La Nada
01/07/1966,0.189,La Nada
01/08/1966,-0.239,La Nada
01/09/1966,-0.325,La Nada
01/10/1966,-0.202,La Nada
01/11/1966,-0.607,El Nino
01/12/1966,1.524,La Nina
01/01/1967,1.199,La Nina
01/02/1967,0.648,La Nina
01/03/1967,-0.119,La Nada
01/04/1967,-0.406,La Nada
01/05/1967,0.673,La Nina
01/06/1967,0.175,La Nada
01/07/1967,0.439,La Nada
01/08/1967,0.439,La Nada
01/09/1967,-0.169,La Nada
01/10/1967,-0.567,El Nino
01/11/1967,-0.777,El Nino
01/12/1967,0.473,La Nina
01/01/1968,0.773,La Nina
01/02/1968,-0.556,El Nino
01/03/1968,-0.309,La Nada
01/04/1968,1.212,La Nina
01/05/1968,1.273,La Nina
01/06/1968,0.767,La Nina
01/07/1968,-0.204,La Nada
01/08/1968,-0.358,La Nada
01/09/1968,-0.353,La Nada
01/10/1968,-0.442,La Nada
01/11/1968,0.126,La Nada
01/12/1968,-1.356,El Nino
01/01/1969,-0.853,El Nino
01/02/1969,-0.026,La Nada
01/03/1969,-0.899,El Nino
01/04/1969,-0.777,El Nino
01/05/1969,-0.239,La Nada
01/06/1969,-0.727,El Nino
01/07/1969,-0.707,El Nino
01/08/1969,-1.1,El Nino
01/09/1969,-1.355,El Nino
01/10/1969,-0.177,La Nada
01/11/1969,0.243,La Nada
01/12/1969,-1.256,El Nino
01/01/1970,-1.219,El Nino
01/02/1970,0.058,La Nada
01/03/1970,-0.562,El Nino
01/04/1970,0.038,La Nada
01/05/1970,1.017,La Nina
01/06/1970,-0.52,El Nino
01/07/1970,0.305,La Nada
01/08/1970,1.177,La Nina
01/09/1970,0.741,La Nina
01/10/1970,1.85,La Nina
01/11/1970,1.832,La Nina
01/12/1970,0.233,La Nada
01/01/1971,1.442,La Nina
01/02/1971,1.976,La Nina
01/03/1971,2.581,La Nina
01/04/1971,0.882,La Nina
01/05/1971,0.212,La Nada
01/06/1971,0.167,La Nada
01/07/1971,1.421,La Nina
01/08/1971,1.512,La Nina
01/09/1971,1.752,La Nina
01/10/1971,0.555,La Nina
01/11/1971,0.145,La Nada
01/12/1971,0.329,La Nada
01/01/1972,0.673,La Nina
01/02/1972,0.128,La Nada
01/03/1972,-0.456,La Nada
01/04/1972,-1.522,El Nino
01/05/1972,-1.683,El Nino
01/06/1972,-1.844,El Nino
01/07/1972,-1.115,El Nino
01/08/1972,-1.477,El Nino
01/09/1972,-1.134,El Nino
01/10/1972,-0.384,La Nada
01/11/1972,-1.47,El Nino
01/12/1972,-0.429,La Nada
01/01/1973,-1.466,El Nino
01/02/1973,-0.064,La Nada
01/03/1973,-0.372,La Nada
01/04/1973,0.252,La Nada
01/05/1973,1.222,La Nina
01/06/1973,0.626,La Nina
01/07/1973,1.179,La Nina
01/08/1973,1.271,La Nina
01/09/1973,0.85,La Nina
01/10/1973,2.847,La Nina
01/11/1973,1.762,La Nina
01/12/1973,2.163,La Nina
01/01/1974,1.487,La Nina
01/02/1974,2.105,La Nina
01/03/1974,1.273,La Nina
01/04/1974,1.238,La Nina
01/05/1974,0.141,La Nada
01/06/1974,1.229,La Nina
01/07/1974,0.555,La Nina
01/08/1974,1.163,La Nina
01/09/1974,0.723,La Nina
01/10/1974,-0.423,La Nada
01/11/1974,-0.144,La Nada
01/12/1974,-0.625,El Nino
01/01/1975,0.459,La Nada
01/02/1975,1.135,La Nina
01/03/1975,1.484,La Nina
01/04/1975,0.51,La Nina
01/05/1975,1.685,La Nina
01/06/1975,2.129,La Nina
01/07/1975,2.03,La Nina
01/08/1975,2.151,La Nina
01/09/1975,1.67,La Nina
01/10/1975,1.246,La Nina
01/11/1975,2.054,La Nina
01/12/1975,1.187,La Nina
01/01/1976,1.185,La Nina
01/02/1976,1.334,La Nina
01/03/1976,0.24,La Nada
01/04/1976,0.501,La Nina
01/05/1976,-0.159,La Nada
01/06/1976,-1.238,El Nino
01/07/1976,-1.459,El Nino
01/08/1976,-1.292,El Nino
01/09/1976,0.13,La Nada
01/10/1976,0.761,La Nina
01/11/1976,-0.48,El Nino
01/12/1976,-0.393,La Nada
01/01/1977,0.647,La Nina
01/02/1977,-1.202,El Nino
01/03/1977,-1.173,El Nino
01/04/1977,-1.185,El Nino
01/05/1977,-2.327,El Nino
01/06/1977,-1.453,El Nino
01/07/1977,-1.422,El Nino
01/08/1977,-0.946,El Nino
01/09/1977,-1.386,El Nino
01/10/1977,-1.556,El Nino
01/11/1977,-1.228,El Nino
01/12/1977,-0.48,El Nino
01/01/1978,-2.632,El Nino
01/02/1978,-0.818,El Nino
01/03/1978,-0.878,El Nino
01/04/1978,1.498,La Nina
01/05/1978,0.402,La Nada
01/06/1978,0.529,La Nina
01/07/1978,0.12,La Nada
01/08/1978,0.058,La Nada
01/09/1978,-0.76,El Nino
01/10/1978,-0.281,La Nada
01/11/1978,-0.21,La Nada
01/12/1978,-0.452,La Nada
01/01/1979,0.608,La Nina
01/02/1979,-0.488,El Nino
01/03/1979,-0.646,El Nino
01/04/1979,0.459,La Nada
01/05/1979,0.58,La Nina
01/06/1979,-0.764,El Nino
01/07/1979,-0.692,El Nino
01/08/1979,0.113,La Nada
01/09/1979,-0.367,La Nada
01/10/1979,-0.612,El Nino
01/11/1979,-0.896,El Nino
01/12/1979,0.275,La Nada
01/01/1980,-0.017,La Nada
01/02/1980,-1.065,El Nino
01/03/1980,-1.595,El Nino
01/04/1980,-0.349,La Nada
01/05/1980,-0.679,El Nino
01/06/1980,-0.144,La Nada
01/07/1980,-0.056,La Nada
01/08/1980,-0.538,El Nino
01/09/1980,-0.337,La Nada
01/10/1980,-0.472,El Nino
01/11/1980,-0.209,La Nada
01/12/1980,0.272,La Nada
01/01/1981,-0.469,La Nada
01/02/1981,-2.009,El Nino
01/03/1981,-0.604,El Nino
01/04/1981,0.817,La Nina
01/05/1981,1.281,La Nina
01/06/1981,0.873,La Nina
01/07/1981,0.404,La Nada
01/08/1981,0.52,La Nina
01/09/1981,-0.705,El Nino
01/10/1981,0.075,La Nada
01/11/1981,0.405,La Nada
01/12/1981,0.867,La Nina
01/01/1982,-0.034,La Nada
01/02/1982,0.052,La Nada
01/03/1982,-0.456,La Nada
01/04/1982,-0.735,El Nino
01/05/1982,-2.488,El Nino
01/06/1982,-1.89,El Nino
01/07/1982,-2.662,El Nino
01/08/1982,-2.122,El Nino
01/09/1982,-2.204,El Nino
01/10/1982,-3.248,El Nino
01/11/1982,-2.476,El Nino
01/12/1982,-3.362,El Nino
01/01/1983,-3.463,El Nino
01/02/1983,-3.255,El Nino
01/03/1983,-1.405,El Nino
01/04/1983,0.787,La Nina
01/05/1983,-0.584,El Nino
01/06/1983,-0.704,El Nino
01/07/1983,-0.365,La Nada
01/08/1983,0.913,La Nina
01/09/1983,0.34,La Nada
01/10/1983,-0.115,La Nada
01/11/1983,-0.167,La Nada
01/12/1983,-0.033,La Nada
01/01/1984,0.434,La Nada
01/02/1984,-0.847,El Nino
01/03/1984,0.387,La Nada
01/04/1984,-0.034,La Nada
01/05/1984,-1.219,El Nino
01/06/1984,0.121,La Nada
01/07/1984,0.098,La Nada
01/08/1984,0.171,La Nada
01/09/1984,-0.607,El Nino
01/10/1984,0.117,La Nada
01/11/1984,-0.239,La Nada
01/12/1984,-0.548,El Nino
01/01/1985,0.787,La Nina
01/02/1985,0.2,La Nada
01/03/1985,1.421,La Nina
01/04/1985,-0.146,La Nada
01/05/1985,-1.395,El Nino
01/06/1985,-0.198,La Nada
01/07/1985,0.662,La Nina
01/08/1985,0.002,La Nada
01/09/1985,-0.76,El Nino
01/10/1985,-0.348,La Nada
01/11/1985,0.124,La Nada
01/12/1985,0.824,La Nina
01/01/1986,-1.283,El Nino
01/02/1986,-0.085,La Nada
01/03/1986,0.113,La Nada
01/04/1986,-0.635,El Nino
01/05/1986,1.014,La Nina
01/06/1986,0.241,La Nada
01/07/1986,-0.853,El Nino
01/08/1986,-0.529,El Nino
01/09/1986,0.535,La Nina
01/10/1986,-1.573,El Nino
01/11/1986,-1.64,El Nino
01/12/1986,-0.755,El Nino
01/01/1987,-1.409,El Nino
01/02/1987,-2.026,El Nino
01/03/1987,-2.692,El Nino
01/04/1987,-2.116,El Nino
01/05/1987,-2.687,El Nino
01/06/1987,-1.816,El Nino
01/07/1987,-1.667,El Nino
01/08/1987,-1.128,El Nino
01/09/1987,-0.691,El Nino
01/10/1987,-0.074,La Nada
01/11/1987,-0.664,El Nino
01/12/1987,-0.313,La Nada
01/01/1988,-0.645,El Nino
01/02/1988,0.126,La Nada
01/03/1988,-0.035,La Nada
01/04/1988,1.088,La Nina
01/05/1988,-0.2,La Nada
01/06/1988,1.166,La Nina
01/07/1988,1.362,La Nina
01/08/1988,1.919,La Nina
01/09/1988,1.346,La Nina
01/10/1988,1.92,La Nina
01/11/1988,1.089,La Nina
01/12/1988,1.314,La Nina
01/01/1989,0.802,La Nina
01/02/1989,0.589,La Nina
01/03/1989,2.18,La Nina
01/04/1989,1.447,La Nina
01/05/1989,0.812,La Nina
01/06/1989,0.948,La Nina
01/07/1989,-0.821,El Nino
01/08/1989,0.517,La Nina
01/09/1989,0.61,La Nina
01/10/1989,-0.381,La Nada
01/11/1989,-0.619,El Nino
01/12/1989,-0.214,La Nada
01/01/1990,-1.785,El Nino
01/02/1990,-1.088,El Nino
01/03/1990,-0.013,La Nada
01/04/1990,1.411,La Nina
01/05/1990,-0.067,La Nada
01/06/1990,0.572,La Nina
01/07/1990,-0.707,El Nino
01/08/1990,-0.779,El Nino
01/09/1990,-0.171,La Nada
01/10/1990,-0.683,El Nino
01/11/1990,-0.382,La Nada
01/12/1990,0.445,La Nada
01/01/1991,-0.057,La Nada
01/02/1991,-1.35,El Nino
01/03/1991,-1.553,El Nino
01/04/1991,-1.744,El Nino
01/05/1991,-0.792,El Nino
01/06/1991,-0.072,La Nada
01/07/1991,-1.066,El Nino
01/08/1991,-1.643,El Nino
01/09/1991,-1.55,El Nino
01/10/1991,-0.769,El Nino
01/11/1991,-2.018,El Nino
01/12/1991,-2.849,El Nino
01/01/1992,-1.046,El Nino
01/02/1992,-2.849,El Nino
01/03/1992,-2.059,El Nino
01/04/1992,0.059,La Nada
01/05/1992,-1.823,El Nino
01/06/1992,-0.629,El Nino
01/07/1992,-0.011,La Nada
01/08/1992,0.064,La Nada
01/09/1992,-2.03,El Nino
01/10/1992,-0.844,El Nino
01/11/1992,-0.714,El Nino
01/12/1992,-0.931,El Nino
01/01/1993,-0.958,El Nino
01/02/1993,-1.126,El Nino
01/03/1993,-2.291,El Nino
01/04/1993,-0.593,El Nino
01/05/1993,-2.176,El Nino
01/06/1993,-1.06,El Nino
01/07/1993,-1.726,El Nino
01/08/1993,-0.78,El Nino
01/09/1993,-1.568,El Nino
01/10/1993,-0.132,La Nada
01/11/1993,0.075,La Nada
01/12/1993,-0.251,La Nada
01/01/1994,-0.057,La Nada
01/02/1994,-1.348,El Nino
01/03/1994,-2.629,El Nino
01/04/1994,-1.264,El Nino
01/05/1994,-1.463,El Nino
01/06/1994,-1.703,El Nino
01/07/1994,-2.033,El Nino
01/08/1994,-1.704,El Nino
01/09/1994,-1.582,El Nino
01/10/1994,-0.806,El Nino
01/11/1994,-1.411,El Nino
01/12/1994,-0.509,El Nino
01/01/1995,-0.345,La Nada
01/02/1995,0.236,La Nada
01/03/1995,-1.722,El Nino
01/04/1995,-0.914,El Nino
01/05/1995,-0.308,La Nada
01/06/1995,0.437,La Nada
01/07/1995,-0.105,La Nada
01/08/1995,0.281,La Nada
01/09/1995,-0.335,La Nada
01/10/1995,-0.016,La Nada
01/11/1995,-0.716,El Nino
01/12/1995,0.816,La Nina
01/01/1996,-0.022,La Nada
01/02/1996,0.527,La Nina
01/03/1996,0.915,La Nina
01/04/1996,0.465,La Nada
01/05/1996,1.596,La Nina
01/06/1996,0.695,La Nina
01/07/1996,0.325,La Nada
01/08/1996,0.656,La Nina
01/09/1996,0.258,La Nada
01/10/1996,-0.207,La Nada
01/11/1996,0.708,La Nina
01/12/1996,0.293,La Nada
01/01/1997,1.207,La Nina
01/02/1997,-1.095,El Nino
01/03/1997,-1.553,El Nino
01/04/1997,-2.408,El Nino
01/05/1997,-3.016,El Nino
01/06/1997,-0.905,El Nino
01/07/1997,-2.306,El Nino
01/08/1997,-1.552,El Nino
01/09/1997,-1.685,El Nino
01/10/1997,-1.311,El Nino
01/11/1997,-1.122,El Nino
01/12/1997,-2.527,El Nino
01/01/1998,-1.975,El Nino
01/02/1998,-3.312,El Nino
01/03/1998,-2.797,El Nino
01/04/1998,0.173,La Nada
01/05/1998,1.053,La Nina
01/06/1998,1.488,La Nina
01/07/1998,0.825,La Nina
01/08/1998,1.036,La Nina
01/09/1998,1.005,La Nina
01/10/1998,1.005,La Nina
01/11/1998,1.322,La Nina
01/12/1998,1.583,La Nina
01/01/1999,0.575,La Nina
01/02/1999,0.785,La Nina
01/03/1999,2.096,La Nina
01/04/1999,0.436,La Nada
01/05/1999,0.004,La Nada
01/06/1999,0.517,La Nina
01/07/1999,-0.029,La Nada
01/08/1999,-0.072,La Nada
01/09/1999,0.946,La Nina
01/10/1999,1.221,La Nina
01/11/1999,1.37,La Nina
01/12/1999,0.471,La Nina
01/01/2000,1.236,La Nina
01/02/2000,0.882,La Nina
01/03/2000,1.758,La Nina
01/04/2000,0.415,La Nada
01/05/2000,-0.872,El Nino
01/06/2000,-0.345,La Nada
01/07/2000,0.484,La Nina
01/08/2000,0.973,La Nina
01/09/2000,0.866,La Nina
01/10/2000,2.019,La Nina
01/11/2000,0.774,La Nina
01/12/2000,0.78,La Nina
01/01/2001,1.002,La Nina
01/02/2001,0.46,La Nada
01/03/2001,-0.182,La Nada
01/04/2001,-0.836,El Nino
01/05/2001,-0.195,La Nada
01/06/2001,-0.27,La Nada
01/07/2001,-1.014,El Nino
01/08/2001,0.112,La Nada
01/09/2001,-0.376,La Nada
01/10/2001,0.638,La Nina
01/11/2001,-1.055,El Nino
01/12/2001,0.202,La Nada
01/01/2002,0.644,La Nina
01/02/2002,-0.807,El Nino
01/03/2002,-0.477,El Nino
01/04/2002,-1.543,El Nino
01/05/2002,-1.023,El Nino
01/06/2002,-0.696,El Nino
01/07/2002,-1.622,El Nino
01/08/2002,-0.658,El Nino
01/09/2002,-0.787,El Nino
01/10/2002,-0.595,El Nino
01/11/2002,-1.296,El Nino
01/12/2002,-0.305,La Nada
01/01/2003,-0.899,El Nino
01/02/2003,-0.915,El Nino
01/03/2003,-0.477,El Nino
01/04/2003,-0.849,El Nino
01/05/2003,-1.751,El Nino
01/06/2003,0.258,La Nada
01/07/2003,-0.348,La Nada
01/08/2003,-0.183,La Nada
01/09/2003,-0.265,La Nada
01/10/2003,-0.318,La Nada
01/11/2003,0.924,La Nina
01/12/2003,-1.307,El Nino
01/01/2004,0.774,La Nina
01/02/2004,-0.108,La Nada
01/03/2004,-1.912,El Nino
01/04/2004,1.217,La Nina
01/05/2004,-1.908,El Nino
01/06/2004,-0.715,El Nino
01/07/2004,-0.9,El Nino
01/08/2004,-0.314,La Nada
01/09/2004,-0.423,La Nada
01/10/2004,-1.055,El Nino
01/11/2004,-0.938,El Nino
01/12/2004,0.205,La Nada
01/01/2005,-2.99,El Nino
01/02/2005,-0.265,La Nada
01/03/2005,-1.216,El Nino
01/04/2005,-1.458,El Nino
01/05/2005,0.105,La Nada
01/06/2005,0.057,La Nada
01/07/2005,-0.972,El Nino
01/08/2005,0.339,La Nada
01/09/2005,1.117,La Nina
